class,elements,total_time,threads,write_level
CopyOnWriteArrayList,300,41170304609,7,2
CopyOnWriteArrayList,300,58207722236,10,2
ConcurrentHashMap,350,1163701,1,2
ConcurrentHashMap,350,1558833,4,2
ConcurrentHashMap,350,2514177,7,2
ConcurrentHashMap,350,2297594,10,2
SynchronizedMap,350,303100,1,2
SynchronizedMap,350,1519895,4,2
SynchronizedMap,350,2305776,7,2
SynchronizedMap,350,2934720,10,2
SynchronizedRandomAccessList,350,15891175028,1,2
SynchronizedRandomAccessList,350,2280872081,4,2
SynchronizedRandomAccessList,350,3900612960,7,2
SynchronizedRandomAccessList,350,5609795164,10,2
CopyOnWriteArrayList,350,5376453733,1,2
CopyOnWriteArrayList,350,22602029863,4,2
CopyOnWriteArrayList,350,39276936183,7,2
CopyOnWriteArrayList,350,48426192238,10,2
ConcurrentHashMap,400,6050977,1,2
ConcurrentHashMap,400,17148269,4,2
ConcurrentHashMap,400,2586135,7,2
ConcurrentHashMap,400,3466491,10,2
SynchronizedMap,400,396573,1,2
SynchronizedMap,400,1412049,4,2
SynchronizedMap,400,2331277,7,2
SynchronizedMap,400,6286722,10,2
SynchronizedRandomAccessList,400,16890859189,1,2
SynchronizedRandomAccessList,400,1837090715,4,2
SynchronizedRandomAccessList,400,3174832749,7,2
SynchronizedRandomAccessList,400,4588374320,10,2
CopyOnWriteArrayList,400,5483626280,1,2
CopyOnWriteArrayList,400,22023879619,4,2
CopyOnWriteArrayList,400,38175240559,7,2
CopyOnWriteArrayList,400,54606767070,10,2
ConcurrentHashMap,450,4783130,1,2
ConcurrentHashMap,450,980442,4,2
ConcurrentHashMap,450,2338597,7,2
ConcurrentHashMap,450,4346275,10,2
SynchronizedMap,450,392039,1,2
SynchronizedMap,450,1951493,4,2
SynchronizedMap,450,2744275,7,2
SynchronizedMap,450,3669926,10,2
SynchronizedRandomAccessList,450,19146833495,1,2
SynchronizedRandomAccessList,450,2041679942,4,2
SynchronizedRandomAccessList,450,3493076818,7,2
SynchronizedRandomAccessList,450,5038173812,10,2
CopyOnWriteArrayList,450,6003527603,1,2
CopyOnWriteArrayList,450,24859884125,4,2
CopyOnWriteArrayList,450,44751904419,7,2
CopyOnWriteArrayList,450,84966899523,10,2
ConcurrentHashMap,500,616305,1,2
ConcurrentHashMap,500,1901668,4,2
ConcurrentHashMap,500,6614818,7,2
ConcurrentHashMap,500,2297691,10,2
SynchronizedMap,500,497911,1,2
SynchronizedMap,500,1897668,4,2
SynchronizedMap,500,2401448,7,2
SynchronizedMap,500,3816337,10,2
SynchronizedRandomAccessList,500,21431329020,1,2
SynchronizedRandomAccessList,500,2293496704,4,2
SynchronizedRandomAccessList,500,3901718486,7,2
SynchronizedRandomAccessList,500,5637356793,10,2
CopyOnWriteArrayList,500,6883960210,1,2
CopyOnWriteArrayList,500,27855927424,4,2
CopyOnWriteArrayList,500,48695780540,7,2
CopyOnWriteArrayList,500,69569695265,10,2
ConcurrentHashMap,50,630701,1,3
ConcurrentHashMap,50,461252,4,3
ConcurrentHashMap,50,697082,7,3
ConcurrentHashMap,50,985199,10,3
SynchronizedMap,50,119415,1,3
SynchronizedMap,50,389269,4,3
SynchronizedMap,50,655811,7,3
SynchronizedMap,50,923475,10,3
SynchronizedRandomAccessList,50,3328646415,1,3
SynchronizedRandomAccessList,50,379688327,4,3
SynchronizedRandomAccessList,50,602174762,7,3
SynchronizedRandomAccessList,50,870347543,10,3
CopyOnWriteArrayList,50,891516271,1,3
CopyOnWriteArrayList,50,4237902203,4,3
CopyOnWriteArrayList,50,7511968107,7,3
CopyOnWriteArrayList,50,10481531009,10,3
ConcurrentHashMap,100,7870171,1,3
ConcurrentHashMap,100,4833873,4,3
ConcurrentHashMap,100,1093345,7,3
ConcurrentHashMap,100,10125924,10,3
SynchronizedMap,100,390475,1,3
SynchronizedMap,100,2089382,4,3
SynchronizedMap,100,794971,7,3
SynchronizedMap,100,1186547,10,3
SynchronizedRandomAccessList,100,170574984,1,3
SynchronizedRandomAccessList,100,682153642,4,3
SynchronizedRandomAccessList,100,1198990242,7,3
SynchronizedRandomAccessList,100,1752584943,10,3
CopyOnWriteArrayList,100,2072313946,1,3
CopyOnWriteArrayList,100,8579716425,4,3
CopyOnWriteArrayList,100,14749517784,7,3
CopyOnWriteArrayList,100,21011675711,10,3
ConcurrentHashMap,150,2264720,1,3
ConcurrentHashMap,150,725326,4,3
ConcurrentHashMap,150,1165644,7,3
ConcurrentHashMap,150,3204203,10,3
SynchronizedMap,150,290752,1,3
SynchronizedMap,150,733262,4,3
SynchronizedMap,150,4040124,7,3
SynchronizedMap,150,5981059,10,3
SynchronizedRandomAccessList,150,10291339748,1,3
SynchronizedRandomAccessList,150,1087621065,4,3
SynchronizedRandomAccessList,150,1811255683,7,3
SynchronizedRandomAccessList,150,2645165544,10,3
CopyOnWriteArrayList,150,3097634236,1,3
CopyOnWriteArrayList,150,13003923570,4,3
CopyOnWriteArrayList,150,22389017790,7,3
CopyOnWriteArrayList,150,31719076088,10,3
ConcurrentHashMap,200,420172,1,3
ConcurrentHashMap,200,1050833,4,3
ConcurrentHashMap,200,1503584,7,3
ConcurrentHashMap,200,2072246,10,3
SynchronizedMap,200,237289,1,3
SynchronizedMap,200,829024,4,3
SynchronizedMap,200,1450978,7,3
SynchronizedMap,200,3618129,10,3
SynchronizedRandomAccessList,200,366632393,1,3
SynchronizedRandomAccessList,200,1395825934,4,3
SynchronizedRandomAccessList,200,2465516367,7,3
SynchronizedRandomAccessList,200,3573355775,10,3
CopyOnWriteArrayList,200,4193924460,1,3
CopyOnWriteArrayList,200,17121147375,4,3
CopyOnWriteArrayList,200,29571930626,7,3
CopyOnWriteArrayList,200,42449310465,10,3
ConcurrentHashMap,250,527507,1,3
ConcurrentHashMap,250,1431017,4,3
ConcurrentHashMap,250,1419940,7,3
ConcurrentHashMap,250,2530452,10,3
SynchronizedMap,250,280973,1,3
SynchronizedMap,250,1094928,4,3
SynchronizedMap,250,1445998,7,3
SynchronizedMap,250,2948539,10,3
SynchronizedRandomAccessList,250,16734925655,1,3
SynchronizedRandomAccessList,250,1828849795,4,3
SynchronizedRandomAccessList,250,3169607493,7,3
SynchronizedRandomAccessList,250,5180790317,10,3
CopyOnWriteArrayList,250,5297426915,1,3
CopyOnWriteArrayList,250,21656103531,4,3
CopyOnWriteArrayList,250,37909514725,7,3
CopyOnWriteArrayList,250,64227850661,10,3
ConcurrentHashMap,300,8289393,1,3
ConcurrentHashMap,300,6326757,4,3
ConcurrentHashMap,300,1416051,7,3
ConcurrentHashMap,300,8085778,10,3
SynchronizedMap,300,391285,1,3
SynchronizedMap,300,3866679,4,3
SynchronizedMap,300,5332688,7,3
SynchronizedMap,300,4409659,10,3
SynchronizedRandomAccessList,300,22141281418,1,3
SynchronizedRandomAccessList,300,2613937280,4,3
SynchronizedRandomAccessList,300,3952351158,7,3
SynchronizedRandomAccessList,300,9922884907,10,3
CopyOnWriteArrayList,300,8176645353,1,3
CopyOnWriteArrayList,300,34553701827,4,3
CopyOnWriteArrayList,300,63247392243,7,3
CopyOnWriteArrayList,300,87583672242,10,3
ConcurrentHashMap,350,476004,1,3
ConcurrentHashMap,350,5317215,4,3
ConcurrentHashMap,350,6842630,7,3
ConcurrentHashMap,350,8714721,10,3
SynchronizedMap,350,418238,1,3
SynchronizedMap,350,1873915,4,3
SynchronizedMap,350,2628522,7,3
SynchronizedMap,350,3207938,10,3
SynchronizedRandomAccessList,350,27610868825,1,3
SynchronizedRandomAccessList,350,8496583452,4,3
SynchronizedRandomAccessList,350,13061941153,7,3
SynchronizedRandomAccessList,350,12600453788,10,3
CopyOnWriteArrayList,350,9424340352,1,3
CopyOnWriteArrayList,350,50351874351,4,3
CopyOnWriteArrayList,350,81751458383,7,3
CopyOnWriteArrayList,350,110335366449,10,3
ConcurrentHashMap,400,588608,1,3
ConcurrentHashMap,400,1797673,4,3
ConcurrentHashMap,400,2941617,7,3
ConcurrentHashMap,400,3596422,10,3
SynchronizedMap,400,389254,1,3
SynchronizedMap,400,1411860,4,3
SynchronizedMap,400,2389445,7,3
SynchronizedMap,400,15832612,10,3
SynchronizedRandomAccessList,400,29268758825,1,3
SynchronizedRandomAccessList,400,6119743774,4,3
SynchronizedRandomAccessList,400,12896649959,7,3
SynchronizedRandomAccessList,400,19736953661,10,3
CopyOnWriteArrayList,400,10542089771,1,3
CopyOnWriteArrayList,400,40817148155,4,3
CopyOnWriteArrayList,400,73239844548,7,3
CopyOnWriteArrayList,400,109394369281,10,3
ConcurrentHashMap,450,8405365,1,3
ConcurrentHashMap,450,5082031,4,3
ConcurrentHashMap,450,2378258,7,3
ConcurrentHashMap,450,2427765,10,3
SynchronizedMap,450,512928,1,3
SynchronizedMap,450,1988979,4,3
SynchronizedMap,450,3028492,7,3
SynchronizedMap,450,3504422,10,3
SynchronizedRandomAccessList,450,32774278390,1,3
SynchronizedRandomAccessList,450,4964908145,4,3
SynchronizedRandomAccessList,450,8564303850,7,3
SynchronizedRandomAccessList,450,13263631618,10,3
CopyOnWriteArrayList,450,11286835912,1,3
CopyOnWriteArrayList,450,43403861330,4,3
CopyOnWriteArrayList,450,78351889380,7,3
CopyOnWriteArrayList,450,150200408194,10,3
ConcurrentHashMap,500,1384946,1,3
ConcurrentHashMap,500,9758702,4,3
ConcurrentHashMap,500,8924477,7,3
ConcurrentHashMap,500,6198661,10,3
SynchronizedMap,500,2040956,1,3
SynchronizedMap,500,6529602,4,3
SynchronizedMap,500,2831492,7,3
SynchronizedMap,500,4110672,10,3
SynchronizedRandomAccessList,500,36955552516,1,3
SynchronizedRandomAccessList,500,4782564654,4,3
SynchronizedRandomAccessList,500,8680997955,7,3
SynchronizedRandomAccessList,500,12574889794,10,3
CopyOnWriteArrayList,500,11687559830,1,3
CopyOnWriteArrayList,500,50204321388,4,3
CopyOnWriteArrayList,500,112775337213,7,3
CopyOnWriteArrayList,500,147676892300,10,3
ConcurrentHashMap,50,3127811,1,4
ConcurrentHashMap,50,2465327,4,4
ConcurrentHashMap,50,2039601,7,4
ConcurrentHashMap,50,1119401,10,4
SynchronizedMap,50,123864,1,4
SynchronizedMap,50,419222,4,4
SynchronizedMap,50,1062568,7,4
SynchronizedMap,50,2976350,10,4
SynchronizedRandomAccessList,50,5347409846,1,4
SynchronizedRandomAccessList,50,1009272860,4,4
SynchronizedRandomAccessList,50,1669823376,7,4
SynchronizedRandomAccessList,50,2395198391,10,4
CopyOnWriteArrayList,50,1807670084,1,4
CopyOnWriteArrayList,50,8181095398,4,4
CopyOnWriteArrayList,50,14129695354,7,4
CopyOnWriteArrayList,50,22576204508,10,4
ConcurrentHashMap,100,331566,1,4
ConcurrentHashMap,100,1864565,4,4
ConcurrentHashMap,100,16434640,7,4
ConcurrentHashMap,100,7047772,10,4
SynchronizedMap,100,353425,1,4
SynchronizedMap,100,1382139,4,4
SynchronizedMap,100,8066254,7,4
SynchronizedMap,100,5194703,10,4
SynchronizedRandomAccessList,100,11348493523,1,4
SynchronizedRandomAccessList,100,2172136157,4,4
SynchronizedRandomAccessList,100,4676604206,7,4
SynchronizedRandomAccessList,100,5682278953,10,4
CopyOnWriteArrayList,100,3933825645,1,4
CopyOnWriteArrayList,100,18311694076,4,4
CopyOnWriteArrayList,100,31040512024,7,4
CopyOnWriteArrayList,100,44029163657,10,4
ConcurrentHashMap,150,6893440,1,4
ConcurrentHashMap,150,1094603,4,4
ConcurrentHashMap,150,1393248,7,4
ConcurrentHashMap,150,1895118,10,4
SynchronizedMap,150,671913,1,4
SynchronizedMap,150,743540,4,4
SynchronizedMap,150,1648489,7,4
SynchronizedMap,150,2115581,10,4
SynchronizedRandomAccessList,150,16558630800,1,4
SynchronizedRandomAccessList,150,2960415924,4,4
SynchronizedRandomAccessList,150,5221242896,7,4
SynchronizedRandomAccessList,150,9627227645,10,4
CopyOnWriteArrayList,150,6116188051,1,4
CopyOnWriteArrayList,150,26212229530,4,4
CopyOnWriteArrayList,150,38829385142,7,4
CopyOnWriteArrayList,150,71056681533,10,4
ConcurrentHashMap,200,1941185,1,4
ConcurrentHashMap,200,904291,4,4
ConcurrentHashMap,200,1409286,7,4
ConcurrentHashMap,200,1990094,10,4
SynchronizedMap,200,226598,1,4
SynchronizedMap,200,783773,4,4
SynchronizedMap,200,1434295,7,4
SynchronizedMap,200,4286982,10,4
SynchronizedRandomAccessList,200,1022307473,1,4
SynchronizedRandomAccessList,200,4253899160,4,4
SynchronizedRandomAccessList,200,9015129693,7,4
SynchronizedRandomAccessList,200,9436695637,10,4
CopyOnWriteArrayList,200,6365612523,1,4
CopyOnWriteArrayList,200,33849215703,4,4
CopyOnWriteArrayList,200,53252142520,7,4
CopyOnWriteArrayList,200,64779509967,10,4
ConcurrentHashMap,250,10724552,1,4
ConcurrentHashMap,250,1348022,4,4
ConcurrentHashMap,250,2018748,7,4
ConcurrentHashMap,250,2758152,10,4
SynchronizedMap,250,299740,1,4
SynchronizedMap,250,1086187,4,4
SynchronizedMap,250,2082016,7,4
SynchronizedMap,250,2671846,10,4
SynchronizedRandomAccessList,250,24225959585,1,4
SynchronizedRandomAccessList,250,3304332583,4,4
SynchronizedRandomAccessList,250,6644196525,7,4
SynchronizedRandomAccessList,250,11297051490,10,4
CopyOnWriteArrayList,250,8458933605,1,4
CopyOnWriteArrayList,250,51105334762,4,4
CopyOnWriteArrayList,250,77985171994,7,4
CopyOnWriteArrayList,250,116002319146,10,4
ConcurrentHashMap,300,3187076,1,4
ConcurrentHashMap,300,2542516,4,4
ConcurrentHashMap,300,9357921,7,4
ConcurrentHashMap,300,6977489,10,4
SynchronizedMap,300,536453,1,4
SynchronizedMap,300,1519449,4,4
SynchronizedMap,300,2771022,7,4
SynchronizedMap,300,3061228,10,4
SynchronizedRandomAccessList,300,1699233136,1,4
SynchronizedRandomAccessList,300,11139313209,4,4
SynchronizedRandomAccessList,300,25477736031,7,4
SynchronizedRandomAccessList,300,22332435527,10,4
CopyOnWriteArrayList,300,14375274578,1,4
CopyOnWriteArrayList,300,57456392401,4,4
CopyOnWriteArrayList,300,80748695441,7,4
CopyOnWriteArrayList,300,108562878055,10,4
ConcurrentHashMap,350,8320665,1,4
ConcurrentHashMap,350,4295545,4,4
ConcurrentHashMap,350,1653416,7,4
ConcurrentHashMap,350,1884824,10,4
SynchronizedMap,350,311047,1,4
SynchronizedMap,350,1545130,4,4
SynchronizedMap,350,2142357,7,4
SynchronizedMap,350,3098165,10,4
SynchronizedRandomAccessList,350,1616053715,1,4
SynchronizedRandomAccessList,350,4789592844,4,4
SynchronizedRandomAccessList,350,10168301775,7,4
SynchronizedRandomAccessList,350,14724623761,10,4
CopyOnWriteArrayList,350,12377178724,1,4
CopyOnWriteArrayList,350,50231897206,4,4
CopyOnWriteArrayList,350,87332508167,7,4
CopyOnWriteArrayList,350,119191266810,10,4
ConcurrentHashMap,400,8403793,1,4
ConcurrentHashMap,400,1808537,4,4
ConcurrentHashMap,400,2634960,7,4
ConcurrentHashMap,400,3167485,10,4
SynchronizedMap,400,541992,1,4
SynchronizedMap,400,1878558,4,4
SynchronizedMap,400,2690029,7,4
SynchronizedMap,400,5714782,10,4
SynchronizedRandomAccessList,400,40365143138,1,4
SynchronizedRandomAccessList,400,5680748599,4,4
SynchronizedRandomAccessList,400,9100260054,7,4
SynchronizedRandomAccessList,400,13282945290,10,4
CopyOnWriteArrayList,400,14058366578,1,4
CopyOnWriteArrayList,400,72808787523,4,4
CopyOnWriteArrayList,400,126283254943,7,4
CopyOnWriteArrayList,400,174037706174,10,4
ConcurrentHashMap,450,3826660,1,4
ConcurrentHashMap,450,4982417,4,4
ConcurrentHashMap,450,15559736,7,4
ConcurrentHashMap,450,3073548,10,4
SynchronizedMap,450,489087,1,4
SynchronizedMap,450,2041477,4,4
SynchronizedMap,450,7119845,7,4
SynchronizedMap,450,7605983,10,4
SynchronizedRandomAccessList,450,3877681275,1,4
SynchronizedRandomAccessList,450,10903677725,4,4
SynchronizedRandomAccessList,450,19735344535,7,4
SynchronizedRandomAccessList,450,26123744158,10,4
CopyOnWriteArrayList,450,20279291946,1,4
CopyOnWriteArrayList,450,83115243857,4,4
CopyOnWriteArrayList,450,119478486256,7,4
CopyOnWriteArrayList,450,208157895293,10,4
ConcurrentHashMap,500,1279478,1,4
ConcurrentHashMap,500,1859741,4,4
ConcurrentHashMap,500,5397553,7,4
ConcurrentHashMap,500,3232268,10,4
SynchronizedMap,500,561450,1,4
SynchronizedMap,500,2519565,4,4
SynchronizedMap,500,3294927,7,4
SynchronizedMap,500,5440787,10,4
SynchronizedRandomAccessList,500,3085761761,1,4
SynchronizedRandomAccessList,500,12549078321,4,4
SynchronizedRandomAccessList,500,27131592243,7,4
SynchronizedRandomAccessList,500,38815499380,10,4
CopyOnWriteArrayList,500,21260164779,1,4
CopyOnWriteArrayList,500,69983923631,4,4
CopyOnWriteArrayList,500,120181972343,7,4
CopyOnWriteArrayList,500,177370946594,10,4
ConcurrentHashMap,50,238344,1,1
ConcurrentHashMap,50,458500,4,1
ConcurrentHashMap,50,689641,7,1
ConcurrentHashMap,50,962642,10,1
SynchronizedMap,50,113172,1,1
SynchronizedMap,50,385407,4,1
SynchronizedMap,50,637558,7,1
SynchronizedMap,50,909910,10,1
SynchronizedRandomAccessList,50,1405780651,1,1
SynchronizedRandomAccessList,50,227083900,4,1
SynchronizedRandomAccessList,50,327047976,7,1
SynchronizedRandomAccessList,50,465393356,10,1
CopyOnWriteArrayList,50,310057879,1,1
CopyOnWriteArrayList,50,1716508801,4,1
CopyOnWriteArrayList,50,3044324286,7,1
CopyOnWriteArrayList,50,4298458222,10,1
ConcurrentHashMap,100,315694,1,1
ConcurrentHashMap,100,756424,4,1
ConcurrentHashMap,100,1102132,7,1
ConcurrentHashMap,100,1495860,10,1
SynchronizedMap,100,173540,1,1
SynchronizedMap,100,587808,4,1
SynchronizedMap,100,957670,7,1
SynchronizedMap,100,1345747,10,1
SynchronizedRandomAccessList,100,2664549183,1,1
SynchronizedRandomAccessList,100,413441462,4,1
SynchronizedRandomAccessList,100,656547934,7,1
SynchronizedRandomAccessList,100,937765673,10,1
CopyOnWriteArrayList,100,814438149,1,1
CopyOnWriteArrayList,100,3566231993,4,1
CopyOnWriteArrayList,100,6185102585,7,1
CopyOnWriteArrayList,100,8784336755,10,1
ConcurrentHashMap,150,6824602,1,1
ConcurrentHashMap,150,576577,4,1
ConcurrentHashMap,150,742813,7,1
ConcurrentHashMap,150,1369932,10,1
SynchronizedMap,150,200398,1,1
SynchronizedMap,150,581407,4,1
SynchronizedMap,150,955209,7,1
SynchronizedMap,150,1479967,10,1
SynchronizedRandomAccessList,150,4039320272,1,1
SynchronizedRandomAccessList,150,595817964,4,1
SynchronizedRandomAccessList,150,977822441,7,1
SynchronizedRandomAccessList,150,1398877689,10,1
CopyOnWriteArrayList,150,1100009741,1,1
CopyOnWriteArrayList,150,5230314719,4,1
CopyOnWriteArrayList,150,12719891250,7,1
CopyOnWriteArrayList,150,17227122074,10,1
ConcurrentHashMap,200,1614228,1,1
ConcurrentHashMap,200,906130,4,1
ConcurrentHashMap,200,1408513,7,1
ConcurrentHashMap,200,1956794,10,1
SynchronizedMap,200,220574,1,1
SynchronizedMap,200,770865,4,1
SynchronizedMap,200,1287015,7,1
SynchronizedMap,200,1860453,10,1
SynchronizedRandomAccessList,200,298800173,1,1
SynchronizedRandomAccessList,200,1201349543,4,1
SynchronizedRandomAccessList,200,2069229779,7,1
SynchronizedRandomAccessList,200,2972099049,10,1
CopyOnWriteArrayList,200,2189187942,1,1
CopyOnWriteArrayList,200,9125667973,4,1
CopyOnWriteArrayList,200,15774002644,7,1
CopyOnWriteArrayList,200,24806736311,10,1
ConcurrentHashMap,250,3354379,1,1
ConcurrentHashMap,250,1282144,4,1
ConcurrentHashMap,250,1879076,7,1
ConcurrentHashMap,250,2760678,10,1
SynchronizedMap,250,314641,1,1
SynchronizedMap,250,1234242,4,1
SynchronizedMap,250,1967246,7,1
SynchronizedMap,250,7425323,10,1
SynchronizedRandomAccessList,250,7534178356,1,1
SynchronizedRandomAccessList,250,1822767831,4,1
SynchronizedRandomAccessList,250,3164951645,7,1
SynchronizedRandomAccessList,250,6623946617,10,1
CopyOnWriteArrayList,250,3064290344,1,1
CopyOnWriteArrayList,250,15995567827,4,1
CopyOnWriteArrayList,250,24148549915,7,1
CopyOnWriteArrayList,250,34571940803,10,1
ConcurrentHashMap,300,3157684,1,1
ConcurrentHashMap,300,5629175,4,1
ConcurrentHashMap,300,1496946,7,1
ConcurrentHashMap,300,2491718,10,1
SynchronizedMap,300,292626,1,1
SynchronizedMap,300,1327572,4,1
SynchronizedMap,300,1815848,7,1
SynchronizedMap,300,3413193,10,1
SynchronizedRandomAccessList,300,9996591663,1,1
SynchronizedRandomAccessList,300,2371514826,4,1
SynchronizedRandomAccessList,300,5064518151,7,1
SynchronizedRandomAccessList,300,5659976657,10,1
CopyOnWriteArrayList,300,4774731019,1,1
CopyOnWriteArrayList,300,17580128504,4,1
CopyOnWriteArrayList,300,31487935945,7,1
CopyOnWriteArrayList,300,35513994699,10,1
ConcurrentHashMap,350,7011303,1,1
ConcurrentHashMap,350,1599455,4,1
ConcurrentHashMap,350,2437527,7,1
ConcurrentHashMap,350,3171729,10,1
SynchronizedMap,350,408278,1,1
SynchronizedMap,350,3787210,4,1
SynchronizedMap,350,2204743,7,1
SynchronizedMap,350,3193894,10,1
SynchronizedRandomAccessList,350,9479409109,1,1
SynchronizedRandomAccessList,350,1442488990,4,1
SynchronizedRandomAccessList,350,2396078570,7,1
SynchronizedRandomAccessList,350,3409715875,10,1
CopyOnWriteArrayList,350,3045794375,1,1
CopyOnWriteArrayList,350,12827895470,4,1
CopyOnWriteArrayList,350,22649932226,7,1
CopyOnWriteArrayList,350,31509851768,10,1
ConcurrentHashMap,400,521777,1,1
ConcurrentHashMap,400,1501550,4,1
ConcurrentHashMap,400,2504399,7,1
ConcurrentHashMap,400,3292438,10,1
SynchronizedMap,400,434837,1,1
SynchronizedMap,400,1781314,4,1
SynchronizedMap,400,2524163,7,1
SynchronizedMap,400,4583150,10,1
SynchronizedRandomAccessList,400,416737689,1,1
SynchronizedRandomAccessList,400,1561033095,4,1
SynchronizedRandomAccessList,400,2730907786,7,1
SynchronizedRandomAccessList,400,3923723529,10,1
CopyOnWriteArrayList,400,3573907517,1,1
CopyOnWriteArrayList,400,17754591829,4,1
CopyOnWriteArrayList,400,50194877394,7,1
CopyOnWriteArrayList,400,86175780245,10,1
ConcurrentHashMap,450,1949493,1,1
ConcurrentHashMap,450,2766127,4,1
ConcurrentHashMap,450,3444044,7,1
ConcurrentHashMap,450,6625229,10,1
SynchronizedMap,450,893507,1,1
SynchronizedMap,450,8643710,4,1
SynchronizedMap,450,3916269,7,1
SynchronizedMap,450,9049571,10,1
SynchronizedRandomAccessList,450,2541932784,1,1
SynchronizedRandomAccessList,450,9865893291,4,1
SynchronizedRandomAccessList,450,18731868603,7,1
SynchronizedRandomAccessList,450,23313447925,10,1
CopyOnWriteArrayList,450,8418373040,1,1
CopyOnWriteArrayList,450,31136311100,4,1
CopyOnWriteArrayList,450,35257600106,7,1
