class,elements,total_time,threads,write_level
SynchronizedRandomAccessList,450,1397417397,7,4
SynchronizedRandomAccessList,450,2066520315,10,4
CopyOnWriteArrayList,450,2521263608,1,4
CopyOnWriteArrayList,450,10486202947,4,4
CopyOnWriteArrayList,450,16992055263,7,4
CopyOnWriteArrayList,450,24959272414,10,4
ConcurrentHashMap,500,10445674,1,4
ConcurrentHashMap,500,1586316,4,4
ConcurrentHashMap,500,2218420,7,4
ConcurrentHashMap,500,2133503,10,4
SynchronizedMap,500,2366022,1,4
SynchronizedMap,500,1552039,4,4
SynchronizedMap,500,3252194,7,4
SynchronizedMap,500,3945362,10,4
SynchronizedRandomAccessList,500,228039714,1,4
SynchronizedRandomAccessList,500,939208464,4,4
SynchronizedRandomAccessList,500,1668549970,7,4
SynchronizedRandomAccessList,500,2460666894,10,4
CopyOnWriteArrayList,500,3068001109,1,4
CopyOnWriteArrayList,500,12047818688,4,4
CopyOnWriteArrayList,500,20400751717,7,4
CopyOnWriteArrayList,500,29841131061,10,4
ConcurrentHashMap,50,8846530,1,1
ConcurrentHashMap,50,520504,4,1
ConcurrentHashMap,50,716632,7,1
ConcurrentHashMap,50,13235917,10,1
SynchronizedMap,50,160460,1,1
SynchronizedMap,50,2125777,4,1
SynchronizedMap,50,526385,7,1
SynchronizedMap,50,607576,10,1
SynchronizedRandomAccessList,50,7442356,1,1
SynchronizedRandomAccessList,50,25738012,4,1
SynchronizedRandomAccessList,50,44920121,7,1
SynchronizedRandomAccessList,50,64185642,10,1
CopyOnWriteArrayList,50,46817763,1,1
CopyOnWriteArrayList,50,372752683,4,1
CopyOnWriteArrayList,50,547623314,7,1
CopyOnWriteArrayList,50,800641248,10,1
ConcurrentHashMap,100,9638073,1,1
ConcurrentHashMap,100,566971,4,1
ConcurrentHashMap,100,845671,7,1
ConcurrentHashMap,100,1036104,10,1
SynchronizedMap,100,125104,1,1
SynchronizedMap,100,17661959,4,1
SynchronizedMap,100,754062,7,1
SynchronizedMap,100,916823,10,1
SynchronizedRandomAccessList,100,12895924,1,1
SynchronizedRandomAccessList,100,51044424,4,1
SynchronizedRandomAccessList,100,96145894,7,1
SynchronizedRandomAccessList,100,128855390,10,1
CopyOnWriteArrayList,100,108375145,1,1
CopyOnWriteArrayList,100,628526001,4,1
CopyOnWriteArrayList,100,1192943197,7,1
CopyOnWriteArrayList,100,1550652172,10,1
ConcurrentHashMap,150,274267,1,1
ConcurrentHashMap,150,672685,4,1
ConcurrentHashMap,150,1038056,7,1
ConcurrentHashMap,150,1467699,10,1
SynchronizedMap,150,179688,1,1
SynchronizedMap,150,606414,4,1
SynchronizedMap,150,988387,7,1
SynchronizedMap,150,1412820,10,1
SynchronizedRandomAccessList,150,19766220,1,1
SynchronizedRandomAccessList,150,76254718,4,1
SynchronizedRandomAccessList,150,132531337,7,1
SynchronizedRandomAccessList,150,191728911,10,1
CopyOnWriteArrayList,150,326772780,1,1
CopyOnWriteArrayList,150,883349646,4,1
CopyOnWriteArrayList,150,1786981500,7,1
CopyOnWriteArrayList,150,2349822449,10,1
ConcurrentHashMap,200,9541108,1,1
ConcurrentHashMap,200,4789913,4,1
ConcurrentHashMap,200,1624895,7,1
ConcurrentHashMap,200,3571704,10,1
SynchronizedMap,200,255631,1,1
SynchronizedMap,200,770152,4,1
SynchronizedMap,200,1487938,7,1
SynchronizedMap,200,2085479,10,1
SynchronizedRandomAccessList,200,28548189,1,1
SynchronizedRandomAccessList,200,101493736,4,1
SynchronizedRandomAccessList,200,178141319,7,1
SynchronizedRandomAccessList,200,259262746,10,1
CopyOnWriteArrayList,200,379982972,1,1
CopyOnWriteArrayList,200,1325698120,4,1
CopyOnWriteArrayList,200,2270389461,7,1
CopyOnWriteArrayList,200,3276634305,10,1
ConcurrentHashMap,250,11489687,1,1
ConcurrentHashMap,250,645962,4,1
ConcurrentHashMap,250,1102490,7,1
ConcurrentHashMap,250,1302661,10,1
SynchronizedMap,250,270506,1,1
SynchronizedMap,250,955587,4,1
SynchronizedMap,250,1497587,7,1
SynchronizedMap,250,1993830,10,1
SynchronizedRandomAccessList,250,34023384,1,1
SynchronizedRandomAccessList,250,127746246,4,1
SynchronizedRandomAccessList,250,229419997,7,1
SynchronizedRandomAccessList,250,324407248,10,1
CopyOnWriteArrayList,250,427128787,1,1
CopyOnWriteArrayList,250,1644448624,4,1
CopyOnWriteArrayList,250,2915069893,7,1
CopyOnWriteArrayList,250,3974891001,10,1
ConcurrentHashMap,300,8942971,1,1
ConcurrentHashMap,300,4639408,4,1
ConcurrentHashMap,300,1666483,7,1
ConcurrentHashMap,300,2417159,10,1
SynchronizedMap,300,323858,1,1
SynchronizedMap,300,859411,4,1
SynchronizedMap,300,2386392,7,1
SynchronizedMap,300,4985113,10,1
SynchronizedRandomAccessList,300,1985388092,1,1
SynchronizedRandomAccessList,300,160189645,4,1
SynchronizedRandomAccessList,300,271998432,7,1
SynchronizedRandomAccessList,300,390825275,10,1
CopyOnWriteArrayList,300,367372573,1,1
CopyOnWriteArrayList,300,2062443384,4,1
CopyOnWriteArrayList,300,3476322322,7,1
CopyOnWriteArrayList,300,5034293335,10,1
ConcurrentHashMap,350,7465321,1,1
ConcurrentHashMap,350,1245581,4,1
ConcurrentHashMap,350,1691844,7,1
ConcurrentHashMap,350,2416572,10,1
SynchronizedMap,350,334360,1,1
SynchronizedMap,350,1164624,4,1
SynchronizedMap,350,1696837,7,1
SynchronizedMap,350,2354544,10,1
SynchronizedRandomAccessList,350,2369874159,1,1
SynchronizedRandomAccessList,350,188276102,4,1
SynchronizedRandomAccessList,350,319604642,7,1
SynchronizedRandomAccessList,350,465118521,10,1
CopyOnWriteArrayList,350,533222979,1,1
CopyOnWriteArrayList,350,2319748360,4,1
CopyOnWriteArrayList,350,4195082101,7,1
CopyOnWriteArrayList,350,5844695453,10,1
ConcurrentHashMap,400,12286270,1,1
ConcurrentHashMap,400,3770740,4,1
ConcurrentHashMap,400,2154990,7,1
ConcurrentHashMap,400,3605927,10,1
SynchronizedMap,400,343396,1,1
SynchronizedMap,400,1416052,4,1
SynchronizedMap,400,5488507,7,1
SynchronizedMap,400,6506427,10,1
SynchronizedRandomAccessList,400,56448305,1,1
SynchronizedRandomAccessList,400,211018224,4,1
SynchronizedRandomAccessList,400,375074762,7,1
SynchronizedRandomAccessList,400,533567193,10,1
CopyOnWriteArrayList,400,619740531,1,1
CopyOnWriteArrayList,400,2827015798,4,1
CopyOnWriteArrayList,400,4754604008,7,1
CopyOnWriteArrayList,400,6774519510,10,1
ConcurrentHashMap,450,550242,1,1
ConcurrentHashMap,450,2728143,4,1
ConcurrentHashMap,450,1949176,7,1
ConcurrentHashMap,450,5312749,10,1
SynchronizedMap,450,360348,1,1
SynchronizedMap,450,1761809,4,1
SynchronizedMap,450,2591011,7,1
SynchronizedMap,450,3479433,10,1
SynchronizedRandomAccessList,450,60138226,1,1
SynchronizedRandomAccessList,450,239490143,4,1
SynchronizedRandomAccessList,450,424298246,7,1
SynchronizedRandomAccessList,450,615898971,10,1
CopyOnWriteArrayList,450,702125268,1,1
CopyOnWriteArrayList,450,3209162790,4,1
CopyOnWriteArrayList,450,5655267421,7,1
CopyOnWriteArrayList,450,7589423568,10,1
ConcurrentHashMap,500,508741,1,1
ConcurrentHashMap,500,1529187,4,1
ConcurrentHashMap,500,2495121,7,1
ConcurrentHashMap,500,3595123,10,1
SynchronizedMap,500,392968,1,1
SynchronizedMap,500,13884076,4,1
SynchronizedMap,500,2545963,7,1
SynchronizedMap,500,3823331,10,1
SynchronizedRandomAccessList,500,3470544146,1,1
SynchronizedRandomAccessList,500,276618934,4,1
SynchronizedRandomAccessList,500,480813850,7,1
SynchronizedRandomAccessList,500,685678378,10,1
CopyOnWriteArrayList,500,768233752,1,1
CopyOnWriteArrayList,500,3721490596,4,1
CopyOnWriteArrayList,500,6237710841,7,1
CopyOnWriteArrayList,500,8559411810,10,1
ConcurrentHashMap,50,262589,1,2
ConcurrentHashMap,50,433845,4,2
ConcurrentHashMap,50,649757,7,2
ConcurrentHashMap,50,903610,10,2
SynchronizedMap,50,156677,1,2
SynchronizedMap,50,376287,4,2
SynchronizedMap,50,649606,7,2
SynchronizedMap,50,897714,10,2
SynchronizedRandomAccessList,50,18335603,1,2
SynchronizedRandomAccessList,50,61846086,4,2
SynchronizedRandomAccessList,50,98018445,7,2
SynchronizedRandomAccessList,50,141843770,10,2
CopyOnWriteArrayList,50,116921445,1,2
CopyOnWriteArrayList,50,675171733,4,2
CopyOnWriteArrayList,50,1235719467,7,2
CopyOnWriteArrayList,50,1665989405,10,2
ConcurrentHashMap,100,6070384,1,2
ConcurrentHashMap,100,573868,4,2
ConcurrentHashMap,100,849562,7,2
ConcurrentHashMap,100,1178638,10,2
SynchronizedMap,100,145778,1,2
SynchronizedMap,100,485433,4,2
SynchronizedMap,100,706796,7,2
SynchronizedMap,100,1034524,10,2
SynchronizedRandomAccessList,100,30253136,1,2
SynchronizedRandomAccessList,100,112665565,4,2
SynchronizedRandomAccessList,100,193905061,7,2
SynchronizedRandomAccessList,100,276433169,10,2
CopyOnWriteArrayList,100,358726210,1,2
CopyOnWriteArrayList,100,1403217181,4,2
CopyOnWriteArrayList,100,2419898184,7,2
CopyOnWriteArrayList,100,3481114666,10,2
ConcurrentHashMap,150,292907,1,2
ConcurrentHashMap,150,716958,4,2
ConcurrentHashMap,150,10494895,7,2
ConcurrentHashMap,150,6735781,10,2
SynchronizedMap,150,287494,1,2
SynchronizedMap,150,750435,4,2
SynchronizedMap,150,849177,7,2
SynchronizedMap,150,1278329,10,2
SynchronizedRandomAccessList,150,47067996,1,2
SynchronizedRandomAccessList,150,174398356,4,2
SynchronizedRandomAccessList,150,292938408,7,2
SynchronizedRandomAccessList,150,418074576,10,2
CopyOnWriteArrayList,150,545123555,1,2
CopyOnWriteArrayList,150,2098747530,4,2
CopyOnWriteArrayList,150,3649591502,7,2
CopyOnWriteArrayList,150,5179850031,10,2
ConcurrentHashMap,200,11141162,1,2
ConcurrentHashMap,200,836920,4,2
ConcurrentHashMap,200,1316836,7,2
ConcurrentHashMap,200,3962295,10,2
SynchronizedMap,200,261622,1,2
SynchronizedMap,200,889961,4,2
SynchronizedMap,200,1285205,7,2
SynchronizedMap,200,1752679,10,2
SynchronizedRandomAccessList,200,56625722,1,2
SynchronizedRandomAccessList,200,221925852,4,2
SynchronizedRandomAccessList,200,395470238,7,2
SynchronizedRandomAccessList,200,564742626,10,2
CopyOnWriteArrayList,200,687354281,1,2
CopyOnWriteArrayList,200,2809444506,4,2
CopyOnWriteArrayList,200,4962248916,7,2
CopyOnWriteArrayList,200,7051594355,10,2
ConcurrentHashMap,250,364237,1,2
ConcurrentHashMap,250,926494,4,2
ConcurrentHashMap,250,1469186,7,2
ConcurrentHashMap,250,2036243,10,2
SynchronizedMap,250,236898,1,2
SynchronizedMap,250,851754,4,2
SynchronizedMap,250,1414313,7,2
SynchronizedMap,250,1998599,10,2
SynchronizedRandomAccessList,250,71505300,1,2
SynchronizedRandomAccessList,250,284935365,4,2
SynchronizedRandomAccessList,250,498866944,7,2
SynchronizedRandomAccessList,250,722196240,10,2
CopyOnWriteArrayList,250,837993452,1,2
CopyOnWriteArrayList,250,3604891801,4,2
CopyOnWriteArrayList,250,6297185419,7,2
CopyOnWriteArrayList,250,8847935781,10,2
ConcurrentHashMap,300,8843644,1,2
ConcurrentHashMap,300,1263249,4,2
ConcurrentHashMap,300,1643072,7,2
ConcurrentHashMap,300,1413506,10,2
SynchronizedMap,300,264140,1,2
SynchronizedMap,300,1232452,4,2
SynchronizedMap,300,3177125,7,2
SynchronizedMap,300,2577029,10,2
SynchronizedRandomAccessList,300,86465223,1,2
SynchronizedRandomAccessList,300,349865506,4,2
SynchronizedRandomAccessList,300,606233619,7,2
SynchronizedRandomAccessList,300,876801527,10,2
CopyOnWriteArrayList,300,1103084561,1,2
CopyOnWriteArrayList,300,4333427816,4,2
CopyOnWriteArrayList,300,7582065195,7,2
CopyOnWriteArrayList,300,10739286781,10,2
ConcurrentHashMap,350,410058,1,2
ConcurrentHashMap,350,1265583,4,2
ConcurrentHashMap,350,1969262,7,2
ConcurrentHashMap,350,2777224,10,2
SynchronizedMap,350,313372,1,2
SynchronizedMap,350,1125071,4,2
SynchronizedMap,350,1909111,7,2
SynchronizedMap,350,2760809,10,2
SynchronizedRandomAccessList,350,5314508204,1,2
SynchronizedRandomAccessList,350,424571968,4,2
SynchronizedRandomAccessList,350,724307452,7,2
SynchronizedRandomAccessList,350,1041941170,10,2
CopyOnWriteArrayList,350,1216588259,1,2
CopyOnWriteArrayList,350,5252683133,4,2
CopyOnWriteArrayList,350,9050380888,7,2
CopyOnWriteArrayList,350,13237564347,10,2
ConcurrentHashMap,400,11379284,1,2
ConcurrentHashMap,400,1331852,4,2
ConcurrentHashMap,400,2042906,7,2
ConcurrentHashMap,400,7000580,10,2
SynchronizedMap,400,512826,1,2
SynchronizedMap,400,1969553,4,2
SynchronizedMap,400,2853684,7,2
SynchronizedMap,400,4199095,10,2
SynchronizedRandomAccessList,400,122136254,1,2
SynchronizedRandomAccessList,400,495951766,4,2
SynchronizedRandomAccessList,400,874788123,7,2
SynchronizedRandomAccessList,400,1248180259,10,2
CopyOnWriteArrayList,400,1532994436,1,2
CopyOnWriteArrayList,400,7640574297,4,2
CopyOnWriteArrayList,400,11407862145,7,2
CopyOnWriteArrayList,400,21926560442,10,2
ConcurrentHashMap,450,854204,1,2
ConcurrentHashMap,450,3171110,4,2
ConcurrentHashMap,450,23166825,7,2
ConcurrentHashMap,450,13648118,10,2
SynchronizedMap,450,470254,1,2
SynchronizedMap,450,4004475,4,2
SynchronizedMap,450,8075627,7,2
SynchronizedMap,450,14610531,10,2
SynchronizedRandomAccessList,450,8275557279,1,2
SynchronizedRandomAccessList,450,708474629,4,2
SynchronizedRandomAccessList,450,1150724645,7,2
SynchronizedRandomAccessList,450,1573411654,10,2
CopyOnWriteArrayList,450,2070056741,1,2
CopyOnWriteArrayList,450,11178987191,4,2
CopyOnWriteArrayList,450,19135774237,7,2
CopyOnWriteArrayList,450,27193281180,10,2
ConcurrentHashMap,500,689949,1,2
ConcurrentHashMap,500,42176458,4,2
ConcurrentHashMap,500,9028896,7,2
ConcurrentHashMap,500,24114670,10,2
SynchronizedMap,500,23039547,1,2
SynchronizedMap,500,5609175,4,2
SynchronizedMap,500,23354917,7,2
SynchronizedMap,500,6303360,10,2
SynchronizedRandomAccessList,500,8822758437,1,2
SynchronizedRandomAccessList,500,652376943,4,2
SynchronizedRandomAccessList,500,1134281209,7,2
SynchronizedRandomAccessList,500,1641880007,10,2
CopyOnWriteArrayList,500,1955189532,1,2
CopyOnWriteArrayList,500,10570340835,4,2
CopyOnWriteArrayList,500,22579232242,7,2
CopyOnWriteArrayList,500,31370608491,10,2
ConcurrentHashMap,50,6352191,1,3
ConcurrentHashMap,50,870681,4,3
ConcurrentHashMap,50,1371491,7,3
ConcurrentHashMap,50,1588917,10,3
SynchronizedMap,50,157659,1,3
SynchronizedMap,50,3493995,4,3
SynchronizedMap,50,1339109,7,3
SynchronizedMap,50,778081,10,3
SynchronizedRandomAccessList,50,27752506,1,3
SynchronizedRandomAccessList,50,117858437,4,3
SynchronizedRandomAccessList,50,209384426,7,3
SynchronizedRandomAccessList,50,286988715,10,3
CopyOnWriteArrayList,50,493622006,1,3
CopyOnWriteArrayList,50,1678224506,4,3
CopyOnWriteArrayList,50,2957788962,7,3
CopyOnWriteArrayList,50,4792559132,10,3
ConcurrentHashMap,100,1880948,1,3
ConcurrentHashMap,100,5443925,4,3
ConcurrentHashMap,100,8466423,7,3
ConcurrentHashMap,100,5578363,10,3
SynchronizedMap,100,291965,1,3
SynchronizedMap,100,609555,4,3
SynchronizedMap,100,10940098,7,3
SynchronizedMap,100,2993993,10,3
SynchronizedRandomAccessList,100,85795642,1,3
SynchronizedRandomAccessList,100,376314316,4,3
SynchronizedRandomAccessList,100,415880694,7,3
SynchronizedRandomAccessList,100,571959641,10,3
CopyOnWriteArrayList,100,807498095,1,3
CopyOnWriteArrayList,100,4406396537,4,3
CopyOnWriteArrayList,100,6076768349,7,3
CopyOnWriteArrayList,100,9405315287,10,3
ConcurrentHashMap,150,9522696,1,3
ConcurrentHashMap,150,6778918,4,3
ConcurrentHashMap,150,4188534,7,3
ConcurrentHashMap,150,3419481,10,3
SynchronizedMap,150,204542,1,3
SynchronizedMap,150,778782,4,3
SynchronizedMap,150,1040213,7,3
SynchronizedMap,150,1433842,10,3
SynchronizedRandomAccessList,150,82739049,1,3
SynchronizedRandomAccessList,150,375807370,4,3
SynchronizedRandomAccessList,150,658748538,7,3
SynchronizedRandomAccessList,150,963133293,10,3
CopyOnWriteArrayList,150,1427559998,1,3
CopyOnWriteArrayList,150,6086503650,4,3
CopyOnWriteArrayList,150,10735831101,7,3
CopyOnWriteArrayList,150,14142003654,10,3
ConcurrentHashMap,200,427228,1,3
ConcurrentHashMap,200,819979,4,3
ConcurrentHashMap,200,1310264,7,3
ConcurrentHashMap,200,3582007,10,3
SynchronizedMap,200,733076,1,3
SynchronizedMap,200,784481,4,3
SynchronizedMap,200,1287195,7,3
SynchronizedMap,200,1779966,10,3
SynchronizedRandomAccessList,200,117547587,1,3
SynchronizedRandomAccessList,200,629787012,4,3
SynchronizedRandomAccessList,200,1005539323,7,3
SynchronizedRandomAccessList,200,1258918840,10,3
CopyOnWriteArrayList,200,1786761590,1,3
CopyOnWriteArrayList,200,8140817650,4,3
CopyOnWriteArrayList,200,13243851212,7,3
CopyOnWriteArrayList,200,18655825058,10,3
ConcurrentHashMap,250,12128154,1,3
ConcurrentHashMap,250,3847989,4,3
ConcurrentHashMap,250,1506237,7,3
ConcurrentHashMap,250,5072559,10,3
SynchronizedMap,250,1182146,1,3
SynchronizedMap,250,2304004,4,3
SynchronizedMap,250,1978032,7,3
SynchronizedMap,250,2500980,10,3
SynchronizedRandomAccessList,250,139263648,1,3
SynchronizedRandomAccessList,250,576503230,4,3
SynchronizedRandomAccessList,250,1018667763,7,3
SynchronizedRandomAccessList,250,1462619169,10,3
CopyOnWriteArrayList,250,2703018974,1,3
CopyOnWriteArrayList,250,9995870557,4,3
CopyOnWriteArrayList,250,16783105765,7,3
CopyOnWriteArrayList,250,22668637737,10,3
ConcurrentHashMap,300,423944,1,3
ConcurrentHashMap,300,6152651,4,3
ConcurrentHashMap,300,5887174,7,3
ConcurrentHashMap,300,5365798,10,3
SynchronizedMap,300,275733,1,3
SynchronizedMap,300,2613240,4,3
SynchronizedMap,300,3192627,7,3
SynchronizedMap,300,3799993,10,3
SynchronizedRandomAccessList,300,174981955,1,3
SynchronizedRandomAccessList,300,704785717,4,3
SynchronizedRandomAccessList,300,1527430389,7,3
SynchronizedRandomAccessList,300,2175347211,10,3
CopyOnWriteArrayList,300,3715466293,1,3
CopyOnWriteArrayList,300,12683328579,4,3
CopyOnWriteArrayList,300,21961007899,7,3
CopyOnWriteArrayList,300,38372745297,10,3
ConcurrentHashMap,350,4597929,1,3
ConcurrentHashMap,350,5977580,4,3
ConcurrentHashMap,350,9420616,7,3
ConcurrentHashMap,350,19008300,10,3
SynchronizedMap,350,679705,1,3
SynchronizedMap,350,4682626,4,3
SynchronizedMap,350,5686075,7,3
SynchronizedMap,350,18141824,10,3
SynchronizedRandomAccessList,350,286501772,1,3
SynchronizedRandomAccessList,350,1088245070,4,3
SynchronizedRandomAccessList,350,1785333785,7,3
SynchronizedRandomAccessList,350,2774206338,10,3
CopyOnWriteArrayList,350,4210658187,1,3
CopyOnWriteArrayList,350,14977124810,4,3
CopyOnWriteArrayList,350,29362566007,7,3
CopyOnWriteArrayList,350,27337814541,10,3
ConcurrentHashMap,400,455008,1,3
ConcurrentHashMap,400,1359087,4,3
ConcurrentHashMap,400,2327801,7,3
ConcurrentHashMap,400,3361091,10,3
SynchronizedMap,400,378868,1,3
SynchronizedMap,400,2398248,4,3
SynchronizedMap,400,2316553,7,3
SynchronizedMap,400,3133612,10,3
SynchronizedRandomAccessList,400,229941883,1,3
SynchronizedRandomAccessList,400,973346220,4,3
SynchronizedRandomAccessList,400,1681020412,7,3
SynchronizedRandomAccessList,400,2470423421,10,3
CopyOnWriteArrayList,400,3497382353,1,3
CopyOnWriteArrayList,400,12349162056,4,3
CopyOnWriteArrayList,400,21355919300,7,3
CopyOnWriteArrayList,400,38958569301,10,3
ConcurrentHashMap,450,6442929,1,3
ConcurrentHashMap,450,7131156,4,3
ConcurrentHashMap,450,2899740,7,3
ConcurrentHashMap,450,18729167,10,3
SynchronizedMap,450,5171709,1,3
SynchronizedMap,450,4588094,4,3
SynchronizedMap,450,13854506,7,3
SynchronizedMap,450,17420096,10,3
SynchronizedRandomAccessList,450,16445287836,1,3
SynchronizedRandomAccessList,450,1567998205,4,3
SynchronizedRandomAccessList,450,2663064092,7,3
SynchronizedRandomAccessList,450,3697415625,10,3
CopyOnWriteArrayList,450,3666771179,1,3
CopyOnWriteArrayList,450,16097642002,4,3
CopyOnWriteArrayList,450,30590017589,7,3
CopyOnWriteArrayList,450,40299532200,10,3
ConcurrentHashMap,500,544680,1,3
ConcurrentHashMap,500,1567748,4,3
ConcurrentHashMap,500,2596350,7,3
ConcurrentHashMap,500,9191029,10,3
SynchronizedMap,500,507112,1,3
SynchronizedMap,500,1760878,4,3
SynchronizedMap,500,3317282,7,3
SynchronizedMap,500,4027859,10,3
SynchronizedRandomAccessList,500,287838515,1,3
SynchronizedRandomAccessList,500,1288976636,4,3
SynchronizedRandomAccessList,500,2244765973,7,3
SynchronizedRandomAccessList,500,3992750807,10,3
CopyOnWriteArrayList,500,5429487325,1,3
CopyOnWriteArrayList,500,22258526878,4,3
CopyOnWriteArrayList,500,41105460140,7,3
CopyOnWriteArrayList,500,53258485845,10,3
ConcurrentHashMap,50,11462646,1,4
ConcurrentHashMap,50,610497,4,4
ConcurrentHashMap,50,670858,7,4
ConcurrentHashMap,50,920642,10,4
SynchronizedMap,50,116216,1,4
SynchronizedMap,50,366067,4,4
SynchronizedMap,50,754858,7,4
SynchronizedMap,50,10159805,10,4
SynchronizedRandomAccessList,50,54089273,1,4
SynchronizedRandomAccessList,50,215479361,4,4
SynchronizedRandomAccessList,50,419975467,7,4
SynchronizedRandomAccessList,50,725837457,10,4
CopyOnWriteArrayList,50,741900430,1,4
CopyOnWriteArrayList,50,3078976463,4,4
CopyOnWriteArrayList,50,4828825229,7,4
CopyOnWriteArrayList,50,6499871769,10,4
ConcurrentHashMap,100,8476012,1,4
ConcurrentHashMap,100,11627398,4,4
ConcurrentHashMap,100,2513969,7,4
ConcurrentHashMap,100,9489741,10,4
SynchronizedMap,100,1615657,1,4
SynchronizedMap,100,2079696,4,4
SynchronizedMap,100,2304131,7,4
SynchronizedMap,100,4406224,10,4
SynchronizedRandomAccessList,100,4751898002,1,4
SynchronizedRandomAccessList,100,517801999,4,4
SynchronizedRandomAccessList,100,797455570,7,4
SynchronizedRandomAccessList,100,1318177919,10,4
CopyOnWriteArrayList,100,1678482950,1,4
CopyOnWriteArrayList,100,6263747252,4,4
CopyOnWriteArrayList,100,10463393676,7,4
CopyOnWriteArrayList,100,15132385051,10,4
ConcurrentHashMap,150,15874241,1,4
ConcurrentHashMap,150,777143,4,4
ConcurrentHashMap,150,1077609,7,4
ConcurrentHashMap,150,1460778,10,4
SynchronizedMap,150,172537,1,4
SynchronizedMap,150,665203,4,4
SynchronizedMap,150,7333449,7,4
SynchronizedMap,150,3215413,10,4
SynchronizedRandomAccessList,150,147525794,1,4
SynchronizedRandomAccessList,150,591205044,4,4
SynchronizedRandomAccessList,150,1203102298,7,4
SynchronizedRandomAccessList,150,1477584159,10,4
CopyOnWriteArrayList,150,3097517039,1,4
CopyOnWriteArrayList,150,10852770931,4,4
CopyOnWriteArrayList,150,16631065930,7,4
CopyOnWriteArrayList,150,22769546357,10,4
ConcurrentHashMap,200,21394580,1,4
ConcurrentHashMap,200,6289521,4,4
ConcurrentHashMap,200,9266432,7,4
ConcurrentHashMap,200,5237768,10,4
SynchronizedMap,200,257164,1,4
SynchronizedMap,200,1596037,4,4
SynchronizedMap,200,2196614,7,4
SynchronizedMap,200,1913812,10,4
SynchronizedRandomAccessList,200,281557146,1,4
SynchronizedRandomAccessList,200,994731813,4,4
SynchronizedRandomAccessList,200,1387187214,7,4
SynchronizedRandomAccessList,200,2044499355,10,4
CopyOnWriteArrayList,200,3775390392,1,4
CopyOnWriteArrayList,200,11241385304,4,4
CopyOnWriteArrayList,200,22001964758,7,4
CopyOnWriteArrayList,200,31939106585,10,4
ConcurrentHashMap,250,11326984,1,4
ConcurrentHashMap,250,1252457,4,4
ConcurrentHashMap,250,1715287,7,4
ConcurrentHashMap,250,2088308,10,4
SynchronizedMap,250,266096,1,4
SynchronizedMap,250,1100559,4,4
SynchronizedMap,250,3711970,7,4
SynchronizedMap,250,2260115,10,4
SynchronizedRandomAccessList,250,11773152325,1,4
SynchronizedRandomAccessList,250,1156941997,4,4
SynchronizedRandomAccessList,250,1908434898,7,4
SynchronizedRandomAccessList,250,2557299773,10,4
CopyOnWriteArrayList,250,3214905380,1,4
CopyOnWriteArrayList,250,15700351110,4,4
CopyOnWriteArrayList,250,26600054678,7,4
CopyOnWriteArrayList,250,36447854885,10,4
ConcurrentHashMap,300,9816607,1,4
ConcurrentHashMap,300,2252061,4,4
ConcurrentHashMap,300,4670622,7,4
ConcurrentHashMap,300,2840466,10,4
SynchronizedMap,300,320956,1,4
SynchronizedMap,300,1207429,4,4
SynchronizedMap,300,1698228,7,4
SynchronizedMap,300,9143006,10,4
SynchronizedRandomAccessList,300,14603103033,1,4
SynchronizedRandomAccessList,300,1184568380,4,4
SynchronizedRandomAccessList,300,2389469620,7,4
SynchronizedRandomAccessList,300,3194327873,10,4
CopyOnWriteArrayList,300,4686287370,1,4
CopyOnWriteArrayList,300,21287369039,4,4
CopyOnWriteArrayList,300,35224793927,7,4
CopyOnWriteArrayList,300,41073626597,10,4
ConcurrentHashMap,350,1001245,1,4
ConcurrentHashMap,350,1453969,4,4
ConcurrentHashMap,350,2281596,7,4
ConcurrentHashMap,350,3475606,10,4
SynchronizedMap,350,343684,1,4
SynchronizedMap,350,1262788,4,4
SynchronizedMap,350,2079787,7,4
SynchronizedMap,350,13147260,10,4
SynchronizedRandomAccessList,350,16727213406,1,4
SynchronizedRandomAccessList,350,1510338423,4,4
SynchronizedRandomAccessList,350,2733573377,7,4
SynchronizedRandomAccessList,350,3890134011,10,4
CopyOnWriteArrayList,350,4989144454,1,4
CopyOnWriteArrayList,350,19385183895,4,4
CopyOnWriteArrayList,350,28801618515,7,4
CopyOnWriteArrayList,350,41809787845,10,4
ConcurrentHashMap,400,5199237,1,4
ConcurrentHashMap,400,5984593,4,4
ConcurrentHashMap,400,1762651,7,4
ConcurrentHashMap,400,2436409,10,4
SynchronizedMap,400,345327,1,4
SynchronizedMap,400,1973505,4,4
SynchronizedMap,400,2686264,7,4
SynchronizedMap,400,3305543,10,4
SynchronizedRandomAccessList,400,21675783416,1,4
SynchronizedRandomAccessList,400,2715561723,4,4
SynchronizedRandomAccessList,400,3891958099,7,4
SynchronizedRandomAccessList,400,6484456317,10,4
CopyOnWriteArrayList,400,7058877015,1,4
CopyOnWriteArrayList,400,33977980444,4,4
CopyOnWriteArrayList,400,48205774406,7,4
CopyOnWriteArrayList,400,72107885726,10,4
ConcurrentHashMap,450,4712835,1,4
ConcurrentHashMap,450,1834726,4,4
ConcurrentHashMap,450,8202255,7,4
ConcurrentHashMap,450,3442223,10,4
SynchronizedMap,450,520651,1,4
SynchronizedMap,450,2895319,4,4
SynchronizedMap,450,2911923,7,4
SynchronizedMap,450,3839710,10,4
